,PASSENGERS,Passenger Miles,CARRIER_NAME-ORIGIN_CITY_NAME-DEST_CITY_NAME
308,340360,214767160,"American Airlines Inc.-Dallas/Fort Worth, TX-Nashville, TN Total Total"
309,339821,92091491,"Delta Air Lines Inc.-Pensacola, FL-Atlanta, GA Total Total"
310,339587,131080582,"Southwest Airlines Co.-Las Vegas, NV-San Jose, CA Total Total"
311,339122,876969492,"Delta Air Lines Inc.-San Francisco, CA-New York, NY Total Total"
312,338937,162689760,"Southwest Airlines Co.-San Diego, CA-Sacramento, CA Total Total"
313,337889,130425154,"Southwest Airlines Co.-San Jose, CA-Las Vegas, NV Total Total"
314,337809,91546239,"Delta Air Lines Inc.-Atlanta, GA-Pensacola, FL Total Total"
315,337307,63751023,"Southwest Airlines Co.-Dallas, TX-Austin, TX Total Total"
316,337231,292379277,"United Air Lines Inc.-Chicago, IL-Boston, MA Total Total"
317,337050,485352356,"American Airlines Inc.-Chicago, IL-Phoenix, AZ Total Total"
318,336671,437335629,"Delta Air Lines Inc.-Minneapolis, MN-Las Vegas, NV Total Total"
319,336551,666034429,"Delta Air Lines Inc.-Detroit, MI-Los Angeles, CA Total Total"
320,336412,231787868,"Delta Air Lines Inc.-Seattle, WA-Salt Lake City, UT Total Total"
321,336129,352935450,"Alaska Airlines Inc.-Seattle, WA-San Diego, CA Total Total"
322,335932,410508904,"United Air Lines Inc.-Houston, TX-Las Vegas, NV Total Total"
323,335696,436069104,"Delta Air Lines Inc.-Las Vegas, NV-Minneapolis, MN Total Total"
324,335406,328027068,"Alaska Airlines Inc.-Seattle, WA-Santa Ana, CA Total Total"
325,335127,210459756,"Southwest Airlines Co.-Las Vegas, NV-Denver, CO Total Total"
326,334248,864365328,"Delta Air Lines Inc.-New York, NY-San Francisco, CA Total Total"
327,333817,226661743,"United Air Lines Inc.-San Francisco, CA-Seattle, WA Total Total"
328,333798,326454444,"Alaska Airlines Inc.-Santa Ana, CA-Seattle, WA Total Total"
329,333718,407803396,"United Air Lines Inc.-Las Vegas, NV-Houston, TX Total Total"
330,333368,160016640,"Southwest Airlines Co.-Sacramento, CA-San Diego, CA Total Total"
331,333224,167511674,"Delta Air Lines Inc.-Detroit, MI-New York, NY Total Total"
332,332994,198604602,"Southwest Airlines Co.-Chicago, IL-Washington, DC Total Total"
333,332810,288545922,"United Air Lines Inc.-Boston, MA-Chicago, IL Total Total"
334,331802,348392100,"Alaska Airlines Inc.-San Diego, CA-Seattle, WA Total Total"
335,331391,113335722,"Southwest Airlines Co.-Santa Ana, CA-San Jose, CA Total Total"
336,330022,112867524,"Southwest Airlines Co.-San Jose, CA-Santa Ana, CA Total Total"
337,329166,65833200,"United Air Lines Inc.-Boston, MA-Newark, NJ Total Total"
338,329022,330667110,"United Air Lines Inc.-Chicago, IL-Orlando, FL Total Total"
339,327976,472285440,"American Airlines Inc.-Phoenix, AZ-Chicago, IL Total Total"
340,325861,199426701,"American Airlines Inc.-Washington, DC-Chicago, IL Total Total"
341,325336,104432856,"Delta Air Lines Inc.-Louisville, KY-Atlanta, GA Total Total"
342,324418,80455664,"Southwest Airlines Co.-Dallas, TX-San Antonio, TX Total Total"
343,323870,1240156705,"Japan Air Lines Co. Ltd.-Honolulu, HI-Tokyo, Japan Total Total"
344,323274,219503336,"United Air Lines Inc.-Seattle, WA-San Francisco, CA Total Total"
345,322695,324308475,"United Air Lines Inc.-Orlando, FL-Chicago, IL Total Total"
346,322379,215671551,"Delta Air Lines Inc.-Atlanta, GA-Milwaukee, WI Total Total"
347,321672,103256712,"Delta Air Lines Inc.-Atlanta, GA-Louisville, KY Total Total"
348,321044,114612708,"Air Canada-Toronto, Canada-New York, NY Total Total"
349,320993,769741214,"United Air Lines Inc.-Honolulu, HI-San Francisco, CA Total Total"
350,320511,161114957,"Delta Air Lines Inc.-New York, NY-Detroit, MI Total Total"
351,320210,114314970,"Air Canada-New York, NY-Toronto, Canada Total Total"
352,320165,513864825,"United Air Lines Inc.-Denver, CO-Newark, NJ Total Total"
353,319436,1223311949,"Japan Air Lines Co. Ltd.-Tokyo, Japan-Honolulu, HI Total Total"
354,318879,511800795,"United Air Lines Inc.-Newark, NJ-Denver, CO Total Total"
355,317958,505235262,"Delta Air Lines Inc.-Minneapolis, MN-San Francisco, CA Total Total"
356,316953,70680519,"Southwest Airlines Co.-Las Vegas, NV-Burbank, CA Total Total"
357,316851,272175009,"Delta Air Lines Inc.-Hartford, CT-Atlanta, GA Total Total"
358,316816,103598832,"Southwest Airlines Co.-Providence, RI-Baltimore, MD Total Total"
359,316587,505906026,"JetBlue Airways-San Juan, PR-New York, NY Total Total"
360,316509,193689156,"American Airlines Inc.-Chicago, IL-Washington, DC Total Total"
361,316253,211573257,"Delta Air Lines Inc.-Milwaukee, WI-Atlanta, GA Total Total"
362,314474,270133166,"Delta Air Lines Inc.-Atlanta, GA-Hartford, CT Total Total"
363,313348,116252108,"Southwest Airlines Co.-Santa Ana, CA-Oakland, CA Total Total"
364,311524,69469852,"Southwest Airlines Co.-Burbank, CA-Las Vegas, NV Total Total"
365,311394,494805066,"Delta Air Lines Inc.-San Francisco, CA-Minneapolis, MN Total Total"
366,310788,115923924,"Delta Air Lines Inc.-Cincinnati, OH-Atlanta, GA Total Total"
367,310511,115199581,"Southwest Airlines Co.-Oakland, CA-Santa Ana, CA Total Total"
368,310457,101519439,"Southwest Airlines Co.-Baltimore, MD-Providence, RI Total Total"
369,310203,572634738,"American Airlines Inc.-Chicago, IL-San Francisco, CA Total Total"
370,309017,250612787,"United Air Lines Inc.-Cancun, Mexico-Houston, TX Total Total"
371,308670,493254660,"JetBlue Airways-New York, NY-San Juan, PR Total Total"
372,308164,69350552,"American Airlines Inc.-Dallas/Fort Worth, TX-Houston, TX Total Total"
373,307481,435393245,"United Air Lines Inc.-Houston, TX-New York, NY Total Total"
374,307452,567556392,"American Airlines Inc.-San Francisco, CA-Chicago, IL Total Total"
375,307004,264637448,"Southwest Airlines Co.-Denver, CO-Los Angeles, CA Total Total"
376,306924,258430008,"Southwest Airlines Co.-Tampa, FL-Baltimore, MD Total Total"
377,306899,264546938,"Southwest Airlines Co.-Los Angeles, CA-Denver, CO Total Total"
378,306414,114292422,"Delta Air Lines Inc.-Atlanta, GA-Cincinnati, OH Total Total"
379,304937,93920596,"Southwest Airlines Co.-San Jose, CA-Los Angeles, CA Total Total"
380,304867,68613473,"American Airlines Inc.-Houston, TX-Dallas/Fort Worth, TX Total Total"
381,304656,324458640,"United Air Lines Inc.-Newark, NJ-Fort Lauderdale, FL Total Total"
382,304609,91991918,"Southwest Airlines Co.-New Orleans, LA-Houston, TX Total Total"
383,304479,241451847,"Southwest Airlines Co.-Dallas, TX-Chicago, IL Total Total"
384,303910,241000630,"Southwest Airlines Co.-Chicago, IL-Dallas, TX Total Total"
385,303874,282298946,"American Airlines Inc.-Tampa, FL-Dallas/Fort Worth, TX Total Total"
386,303862,120633214,"Southwest Airlines Co.-Sacramento, CA-Las Vegas, NV Total Total"
387,303478,246120658,"United Air Lines Inc.-Houston, TX-Cancun, Mexico Total Total"
388,303472,91648544,"Southwest Airlines Co.-Houston, TX-New Orleans, LA Total Total"
389,303289,93413012,"Southwest Airlines Co.-Los Angeles, CA-San Jose, CA Total Total"
390,303137,989742305,"British Airways Plc-London, United Kingdom-Boston, MA Total Total"
391,302721,120180237,"Southwest Airlines Co.-Las Vegas, NV-Sacramento, CA Total Total"
392,302339,135145533,"United Air Lines Inc.-San Diego, CA-San Francisco, CA Total Total"
393,302003,280560787,"American Airlines Inc.-Dallas/Fort Worth, TX-Tampa, FL Total Total"
394,301436,321029340,"United Air Lines Inc.-Fort Lauderdale, FL-Newark, NJ Total Total"
395,301195,209932915,"Alaska Airlines Inc.-Seattle, WA-San Jose, CA Total Total"
396,300202,121581810,"Southwest Airlines Co.-Chicago, IL-Kansas City, MO Total Total"
397,300037,424852392,"United Air Lines Inc.-New York, NY-Houston, TX Total Total"
398,299557,765667692,"United Air Lines Inc.-Honolulu, HI-Los Angeles, CA Total Total"
399,298677,1176787380,"Delta Air Lines Inc.-Amsterdam, Netherlands-Detroit, MI Total Total"
400,298574,164215700,"American Airlines Inc.-Dallas/Fort Worth, TX-St. Louis, MO Total Total"
401,297772,207547084,"Alaska Airlines Inc.-San Jose, CA-Seattle, WA Total Total"
402,297719,379889444,"Delta Air Lines Inc.-Minneapolis, MN-Phoenix, AZ Total Total"
403,297096,109925520,"Southwest Airlines Co.-Phoenix, AZ-Los Angeles, CA Total Total"
404,296943,332279217,"American Airlines Inc.-Fort Lauderdale, FL-Dallas/Fort Worth, TX Total Total"
405,296882,132706254,"American Airlines Inc.-New Orleans, LA-Dallas/Fort Worth, TX Total Total"
406,296531,332411251,"JetBlue Airways-Boston, MA-Orlando, FL Total Total"
407,296136,304427808,"American Airlines Inc.-Cancun, Mexico-Dallas/Fort Worth, TX Total Total"
408,296014,162807700,"American Airlines Inc.-St. Louis, MO-Dallas/Fort Worth, TX Total Total"
409,296011,69858596,"American Airlines Inc.-Las Vegas, NV-Los Angeles, CA Total Total"
410,295997,177302203,"American Airlines Inc.-Charlotte, NC-Chicago, IL Total Total"
411,295957,249195794,"Southwest Airlines Co.-Baltimore, MD-Tampa, FL Total Total"
412,295015,213885875,"Southwest Airlines Co.-New York, NY-Chicago, IL Total Total"
413,294801,131776047,"American Airlines Inc.-Dallas/Fort Worth, TX-New Orleans, LA Total Total"
414,294577,567649879,"Delta Air Lines Inc.-Seattle, WA-Detroit, MI Total Total"
415,294262,752133672,"United Air Lines Inc.-Los Angeles, CA-Honolulu, HI Total Total"
416,294120,258825600,"Delta Air Lines Inc.-Atlanta, GA-Cancun, Mexico Total Total"
417,294079,375244804,"Delta Air Lines Inc.-Phoenix, AZ-Minneapolis, MN Total Total"
418,293472,258255360,"Delta Air Lines Inc.-Cancun, Mexico-Atlanta, GA Total Total"
419,293265,69210540,"American Airlines Inc.-Los Angeles, CA-Las Vegas, NV Total Total"
420,293209,130184796,"Delta Air Lines Inc.-Sarasota/Bradenton, FL-Atlanta, GA Total Total"
421,293088,564780576,"Delta Air Lines Inc.-Detroit, MI-Seattle, WA Total Total"
422,293010,301214280,"American Airlines Inc.-Dallas/Fort Worth, TX-Cancun, Mexico Total Total"
423,292576,2361088320,"Cathay Pacific Airways Ltd.-Hong Kong, Hong Kong-New York, NY Total Total"
424,292412,102051788,"Southwest Airlines Co.-Chicago, IL-Minneapolis, MN Total Total"
425,291809,174793591,"American Airlines Inc.-Chicago, IL-Charlotte, NC Total Total"
426,291680,184341760,"Delta Air Lines Inc.-Detroit, MI-Boston, MA Total Total"
427,291088,648252976,"United Air Lines Inc.-Las Vegas, NV-Newark, NJ Total Total"
428,291087,950399055,"British Airways Plc-Boston, MA-London, United Kingdom Total Total"
429,290785,325969985,"JetBlue Airways-Orlando, FL-Boston, MA Total Total"
430,290475,128970900,"Delta Air Lines Inc.-Atlanta, GA-Sarasota/Bradenton, FL Total Total"
431,290251,2107222260,"Cathay Pacific Airways Ltd.-Hong Kong, Hong Kong-Los Angeles, CA Total Total"
432,289722,97636314,"Southwest Airlines Co.-Los Angeles, CA-San Francisco, CA Total Total"
433,289072,448928816,"Aeromexico-Los Angeles, CA-Mexico City, Mexico Total Total"
434,289055,323452545,"American Airlines Inc.-Dallas/Fort Worth, TX-Fort Lauderdale, FL Total Total"
435,289037,505814750,"Southwest Airlines Co.-Chicago, IL-Los Angeles, CA Total Total"
436,288877,2097247020,"Cathay Pacific Airways Ltd.-Los Angeles, CA-Hong Kong, Hong Kong Total Total"
437,288606,116885430,"Southwest Airlines Co.-Kansas City, MO-Chicago, IL Total Total"
438,288446,504492054,"Delta Air Lines Inc.-Las Vegas, NV-Detroit, MI Total Total"
439,288322,106679140,"Southwest Airlines Co.-Los Angeles, CA-Phoenix, AZ Total Total"
440,288137,269984369,"Southwest Airlines Co.-Chicago, IL-Houston, TX Total Total"
441,287417,502692333,"Delta Air Lines Inc.-Detroit, MI-Las Vegas, NV Total Total"
442,286444,96531628,"Southwest Airlines Co.-San Francisco, CA-Los Angeles, CA Total Total"
443,286395,207636375,"Southwest Airlines Co.-Chicago, IL-New York, NY Total Total"
444,285693,636238311,"United Air Lines Inc.-Newark, NJ-Las Vegas, NV Total Total"
445,285582,2304646740,"Cathay Pacific Airways Ltd.-New York, NY-Hong Kong, Hong Kong Total Total"
446,285366,1556956896,"British Airways Plc-London, United Kingdom-Los Angeles, CA Total Total"
447,284950,266998150,"Southwest Airlines Co.-Houston, TX-Chicago, IL Total Total"
448,284862,498508500,"Southwest Airlines Co.-Los Angeles, CA-Chicago, IL Total Total"
449,284587,117819018,"Virgin America-Las Vegas, NV-San Francisco, CA Total Total"
450,284480,192877440,"American Airlines Inc.-Philadelphia, PA-Chicago, IL Total Total"
451,284270,96083260,"Southwest Airlines Co.-Phoenix, AZ-Santa Ana, CA Total Total"
452,283438,1927094962,"Eva Airways Corporation-Los Angeles, CA-Taipei, Taiwan Total Total"
453,283090,530510660,"United Air Lines Inc.-Houston, TX-Seattle, WA Total Total"
454,282688,117032832,"Virgin America-San Francisco, CA-Las Vegas, NV Total Total"
455,282279,191385162,"American Airlines Inc.-Chicago, IL-Philadelphia, PA Total Total"
456,281797,437630741,"Aeromexico-Mexico City, Mexico-Los Angeles, CA Total Total"
457,281475,1143728280,"American Airlines Inc.-Miami, FL-Sao Paulo, Brazil Total Total"
458,281379,129434340,"American Airlines Inc.-Dallas/Fort Worth, TX-Kansas City, MO Total Total"
459,281099,526779526,"United Air Lines Inc.-Seattle, WA-Houston, TX Total Total"
460,280463,97881587,"Southwest Airlines Co.-Minneapolis, MN-Chicago, IL Total Total"
461,280016,182010400,"American Airlines Inc.-Charlotte, NC-Miami, FL Total Total"
462,279763,115821882,"Southwest Airlines Co.-Las Vegas, NV-San Francisco, CA Total Total"
463,279723,128672580,"American Airlines Inc.-Kansas City, MO-Dallas/Fort Worth, TX Total Total"
464,279595,366269450,"Delta Air Lines Inc.-Orlando, FL-Minneapolis, MN Total Total"
465,279511,190067480,"Delta Air Lines Inc.-Denver, CO-Minneapolis, MN Total Total"
466,279362,1137562064,"Transportes Aeros Meridiona-Sao Paulo, Brazil-Miami, FL Total Total"
467,279260,1137146720,"Transportes Aeros Meridiona-Miami, FL-Sao Paulo, Brazil Total Total"
468,278985,1099200900,"Delta Air Lines Inc.-Detroit, MI-Amsterdam, Netherlands Total Total"
469,278172,281788236,"American Airlines Inc.-Miami, FL-Philadelphia, PA Total Total"
470,278032,62835232,"Southwest Airlines Co.-Las Vegas, NV-Santa Ana, CA Total Total"
471,277892,1516178752,"British Airways Plc-Los Angeles, CA-London, United Kingdom Total Total"
472,277873,188953640,"Delta Air Lines Inc.-Minneapolis, MN-Denver, CO Total Total"
473,277854,225895302,"American Airlines Inc.-Dallas/Fort Worth, TX-Tucson, AZ Total Total"
474,277529,275031239,"Delta Air Lines Inc.-Minneapolis, MN-Salt Lake City, UT Total Total"
475,276447,1879563153,"Eva Airways Corporation-Taipei, Taiwan-Los Angeles, CA Total Total"
476,276410,120514760,"Southwest Airlines Co.-New Orleans, LA-Dallas, TX Total Total"
477,276011,1121504360,"American Airlines Inc.-Sao Paulo, Brazil-Miami, FL Total Total"
478,275470,111289880,"Southwest Airlines Co.-Sacramento, CA-Santa Ana, CA Total Total"
479,275235,173948520,"Delta Air Lines Inc.-Boston, MA-Detroit, MI Total Total"
480,275154,111162216,"Southwest Airlines Co.-Santa Ana, CA-Sacramento, CA Total Total"
481,274891,223486383,"American Airlines Inc.-Tucson, AZ-Dallas/Fort Worth, TX Total Total"
482,274807,359997170,"Delta Air Lines Inc.-Minneapolis, MN-Orlando, FL Total Total"
483,274602,597533952,"Air Canada-Los Angeles, CA-Toronto, Canada Total Total"
484,274378,103440506,"Southwest Airlines Co.-Manchester, NH-Baltimore, MD Total Total"
485,274062,700502472,"Hawaiian Airlines Inc.-Honolulu, HI-Los Angeles, CA Total Total"
486,273722,145346382,"American Airlines Inc.-Miami, FL-Cancun, Mexico Total Total"
487,273609,92479842,"Southwest Airlines Co.-Santa Ana, CA-Phoenix, AZ Total Total"
488,272333,112745862,"Southwest Airlines Co.-San Francisco, CA-Las Vegas, NV Total Total"
489,272188,102614876,"Southwest Airlines Co.-Baltimore, MD-Manchester, NH Total Total"
490,271980,118583280,"Southwest Airlines Co.-Dallas, TX-New Orleans, LA Total Total"
491,271878,300969566,"Alaska Airlines Inc.-Phoenix, AZ-Seattle, WA Total Total"
492,271878,565234362,"Delta Air Lines Inc.-San Francisco, CA-Detroit, MI Total Total"
493,271821,76925343,"Southwest Airlines Co.-Hartford, CT-Baltimore, MD Total Total"
494,270830,109415320,"Southwest Airlines Co.-Atlanta, GA-Orlando, FL Total Total"
495,270322,61092772,"Southwest Airlines Co.-Santa Ana, CA-Las Vegas, NV Total Total"
496,268931,297707217,"Alaska Airlines Inc.-Seattle, WA-Phoenix, AZ Total Total"
497,268838,275021274,"United Air Lines Inc.-West Palm Beach/Palm Beach, FL-Newark, NJ Total Total"
498,268819,169355970,"Delta Air Lines Inc.-Salt Lake City, UT-Portland, OR Total Total"
499,268787,76066721,"Southwest Airlines Co.-Baltimore, MD-Hartford, CT Total Total"
500,268775,584854400,"Air Canada-Toronto, Canada-Los Angeles, CA Total Total"
501,268713,274893399,"United Air Lines Inc.-Newark, NJ-West Palm Beach/Palm Beach, FL Total Total"
502,268190,265776290,"Delta Air Lines Inc.-Salt Lake City, UT-Minneapolis, MN Total Total"
503,268024,148485296,"Delta Air Lines Inc.-Cleveland, OH-Atlanta, GA Total Total"
504,267931,49741231,"American Airlines Inc.-Boston, MA-New York, NY Total Total"
505,267498,367007256,"American Airlines Inc.-Dallas/Fort Worth, TX-Newark, NJ Total Total"
506,267339,148105806,"Delta Air Lines Inc.-Atlanta, GA-Cleveland, OH Total Total"
507,267207,266405379,"United Air Lines Inc.-Newark, NJ-Tampa, FL Total Total"
508,266685,89872845,"American Airlines Inc.-Los Angeles, CA-San Francisco, CA Total Total"
509,265885,141184935,"American Airlines Inc.-Cancun, Mexico-Miami, FL Total Total"
510,265639,89520343,"American Airlines Inc.-San Francisco, CA-Los Angeles, CA Total Total"
511,265060,551059740,"Delta Air Lines Inc.-Detroit, MI-San Francisco, CA Total Total"
512,264881,264086357,"United Air Lines Inc.-Tampa, FL-Newark, NJ Total Total"
513,264296,98582408,"Southwest Airlines Co.-Sacramento, CA-Los Angeles, CA Total Total"
514,264236,297793972,"Delta Air Lines Inc.-Fort Lauderdale, FL-Detroit, MI Total Total"
515,263833,265563245,"JetBlue Airways-Tampa, FL-New York, NY Total Total"
516,263749,155875659,"Southwest Airlines Co.-Atlanta, GA-Chicago, IL Total Total"
517,263643,267070359,"American Airlines Inc.-Philadelphia, PA-Miami, FL Total Total"
518,262758,387568050,"JetBlue Airways-Santiago, Dominican Republic-New York, NY Total Total"
519,262710,671486760,"Hawaiian Airlines Inc.-Los Angeles, CA-Honolulu, HI Total Total"
520,262474,670883544,"Delta Air Lines Inc.-Los Angeles, CA-Honolulu, HI Total Total"
521,262401,425089620,"United Air Lines Inc.-Denver, CO-New York, NY Total Total"
522,261923,97697279,"Southwest Airlines Co.-Los Angeles, CA-Sacramento, CA Total Total"
523,261916,359348752,"American Airlines Inc.-Newark, NJ-Dallas/Fort Worth, TX Total Total"
524,261884,164986920,"Delta Air Lines Inc.-Portland, OR-Salt Lake City, UT Total Total"
525,261731,263441445,"JetBlue Airways-New York, NY-Tampa, FL Total Total"
526,261221,159606031,"Southwest Airlines Co.-Chicago, IL-Baltimore, MD Total Total"
527,261008,116670576,"Southwest Airlines Co.-San Diego, CA-San Francisco, CA Total Total"
528,260381,221844612,"American Airlines Inc.-Dallas/Fort Worth, TX-Minneapolis, MN Total Total"
529,260324,116364828,"United Air Lines Inc.-San Francisco, CA-San Diego, CA Total Total"
530,260190,257327910,"American Airlines Inc.-Dallas/Fort Worth, TX-Salt Lake City, UT Total Total"
531,260034,121695912,"US Airways Inc.-Charlotte, NC-Orlando, FL Total Total"
532,259797,338515491,"United Air Lines Inc.-Houston, TX-San Diego, CA Total Total"
533,259351,292288577,"Delta Air Lines Inc.-Detroit, MI-Fort Lauderdale, FL Total Total"
534,259293,401644857,"JetBlue Airways-Santo Domingo, Dominican Republic-New York, NY Total Total"
535,259244,1300367904,"Turk Hava Yollari A.O.-Istanbul, Turkey-New York, NY Total Total"
536,258932,121180176,"US Airways Inc.-Orlando, FL-Charlotte, NC Total Total"
537,258820,220514640,"American Airlines Inc.-Minneapolis, MN-Dallas/Fort Worth, TX Total Total"
538,258734,158086474,"Southwest Airlines Co.-Baltimore, MD-Chicago, IL Total Total"
539,258528,48001551,"American Airlines Inc.-New York, NY-Boston, MA Total Total"
540,258498,381284550,"JetBlue Airways-New York, NY-Santiago, Dominican Republic Total Total"
541,258088,167757200,"American Airlines Inc.-Miami, FL-Charlotte, NC Total Total"
542,257979,120734172,"American Airlines Inc.-Charlotte, NC-Orlando, FL Total Total"
543,256299,52284996,"American Airlines Inc.-Miami, FL-Tampa, FL Total Total"
544,255988,114426636,"Southwest Airlines Co.-San Francisco, CA-San Diego, CA Total Total"
545,255851,414478620,"United Air Lines Inc.-New York, NY-Denver, CO Total Total"
546,255673,653500188,"Delta Air Lines Inc.-Honolulu, HI-Los Angeles, CA Total Total"
547,254860,117235600,"Southwest Airlines Co.-Kansas City, MO-Dallas, TX Total Total"
548,254821,119256228,"American Airlines Inc.-Orlando, FL-Charlotte, NC Total Total"
549,254665,77672345,"United Air Lines Inc.-Houston, TX-New Orleans, LA Total Total"
550,254399,251600611,"American Airlines Inc.-Salt Lake City, UT-Dallas/Fort Worth, TX Total Total"
551,254244,256256575,"Delta Air Lines Inc.-New York, NY-Tampa, FL Total Total"
552,253972,56889728,"Horizon Air-Seattle, WA-Spokane, WA Total Total"
553,253814,235653844,"Delta Air Lines Inc.-Washington, DC-Minneapolis, MN Total Total"
554,253209,255205660,"Delta Air Lines Inc.-Tampa, FL-New York, NY Total Total"
555,253060,448675380,"US Airways Inc.-Charlotte, NC-Phoenix, AZ Total Total"
556,252460,51501840,"American Airlines Inc.-Tampa, FL-Miami, FL Total Total"
557,252194,1109905794,"Delta Air Lines Inc.-Amsterdam, Netherlands-Atlanta, GA Total Total"
558,251919,233873430,"Delta Air Lines Inc.-Minneapolis, MN-Washington, DC Total Total"
559,251714,92630752,"Delta Air Lines Inc.-Las Vegas, NV-Salt Lake City, UT Total Total"
560,251627,380963278,"United Air Lines Inc.-Las Vegas, NV-Chicago, IL Total Total"
561,251498,445905954,"American Airlines Inc.-Charlotte, NC-Phoenix, AZ Total Total"
562,251471,282653404,"Delta Air Lines Inc.-Boston, MA-Minneapolis, MN Total Total"
563,251215,389132035,"JetBlue Airways-New York, NY-Santo Domingo, Dominican Republic Total Total"
564,250901,388143847,"Delta Air Lines Inc.-San Juan, PR-Atlanta, GA Total Total"
565,250892,98098772,"Southwest Airlines Co.-Denver, CO-Salt Lake City, UT Total Total"
566,250867,869254155,"United Air Lines Inc.-Newark, NJ-London, United Kingdom Total Total"
567,250834,101336936,"Southwest Airlines Co.-Orlando, FL-Atlanta, GA Total Total"
568,250609,648064206,"United Air Lines Inc.-New York, NY-San Francisco, CA Total Total"
569,250487,563094776,"Delta Air Lines Inc.-Las Vegas, NV-New York, NY Total Total"
570,250413,115189980,"Southwest Airlines Co.-Dallas, TX-Kansas City, MO Total Total"
571,250378,1255896048,"Turk Hava Yollari A.O.-New York, NY-Istanbul, Turkey Total Total"
572,250237,647106393,"United Air Lines Inc.-San Francisco, CA-New York, NY Total Total"
573,250108,84286396,"Compass Airlines-Los Angeles, CA-San Francisco, CA Total Total"
574,249095,388153038,"United Air Lines Inc.-Guam, TT-Tokyo, Japan Total Total"
575,249043,377051102,"United Air Lines Inc.-Chicago, IL-Las Vegas, NV Total Total"
576,248584,58914408,"American Airlines Inc.-Tulsa, OK-Dallas/Fort Worth, TX Total Total"
577,248294,91372192,"Delta Air Lines Inc.-Salt Lake City, UT-Las Vegas, NV Total Total"
578,248185,1092262185,"Delta Air Lines Inc.-Atlanta, GA-Amsterdam, Netherlands Total Total"
579,247995,180540360,"American Airlines Inc.-Charlotte, NC-Boston, MA Total Total"
580,247778,75571822,"United Air Lines Inc.-New Orleans, LA-Houston, TX Total Total"
581,247360,146189760,"Southwest Airlines Co.-Chicago, IL-Atlanta, GA Total Total"
582,247340,210981020,"Southwest Airlines Co.-Denver, CO-San Diego, CA Total Total"
583,247152,265935552,"Spirit Air Lines-Fort Lauderdale, FL-New York, NY Total Total"
584,246542,381400474,"Delta Air Lines Inc.-Atlanta, GA-San Juan, PR Total Total"
585,246507,437056911,"US Airways Inc.-Phoenix, AZ-Charlotte, NC Total Total"
586,246251,89142862,"Southwest Airlines Co.-Ontario, CA-Oakland, CA Total Total"
587,246244,58359828,"American Airlines Inc.-Dallas/Fort Worth, TX-Tulsa, OK Total Total"
588,245698,292134922,"JetBlue Airways-San Juan, PR-Orlando, FL Total Total"
589,245132,551056736,"Delta Air Lines Inc.-New York, NY-Las Vegas, NV Total Total"
590,244738,381363674,"United Air Lines Inc.-Tokyo, Japan-Guam, TT Total Total"
591,244411,81907684,"Delta Air Lines Inc.-Minneapolis, MN-Chicago, IL Total Total"
592,244339,262908764,"Spirit Air Lines-New York, NY-Fort Lauderdale, FL Total Total"
593,244241,274526884,"Delta Air Lines Inc.-Minneapolis, MN-Boston, MA Total Total"
594,243114,95057574,"Southwest Airlines Co.-Salt Lake City, UT-Denver, CO Total Total"
595,242814,1455669930,"Asiana Airlines Inc.-Los Angeles, CA-Seoul, South Korea Total Total"
596,242320,87719840,"Southwest Airlines Co.-Oakland, CA-Ontario, CA Total Total"
597,242221,386826937,"United Air Lines Inc.-Boston, MA-Houston, TX Total Total"
598,242046,81569502,"Compass Airlines-San Francisco, CA-Los Angeles, CA Total Total"
599,241977,96548823,"American Airlines Inc.-Boston, MA-Washington, DC Total Total"
600,241645,80968540,"Delta Air Lines Inc.-Chicago, IL-Minneapolis, MN Total Total"
601,241565,95418175,"Southwest Airlines Co.-Nashville, TN-Chicago, IL Total Total"
602,241066,831918766,"American Airlines Inc.-London, United Kingdom-New York, NY Total Total"
603,241002,427296546,"American Airlines Inc.-Phoenix, AZ-Charlotte, NC Total Total"
604,240826,622776036,"JetBlue Airways-New York, NY-San Francisco, CA Total Total"
605,240705,145626525,"Alaska Airlines Inc.-Sacramento, CA-Seattle, WA Total Total"
606,240700,1442996500,"Korean Air Lines Co. Ltd.-Los Angeles, CA-Seoul, South Korea Total Total"
607,240413,212284679,"Southwest Airlines Co.-Houston, TX-Denver, CO Total Total"
608,240382,621627852,"JetBlue Airways-San Francisco, CA-New York, NY Total Total"
609,240109,150788452,"Frontier Airlines Inc.-Denver, CO-Las Vegas, NV Total Total"
610,240107,1439441465,"Asiana Airlines Inc.-Seoul, South Korea-Los Angeles, CA Total Total"
611,239753,206427333,"US Airways Inc.-Orlando, FL-Philadelphia, PA Total Total"
612,239275,60058025,"Southwest Airlines Co.-Chicago, IL-St. Louis, MO Total Total"
613,239199,382000803,"United Air Lines Inc.-Houston, TX-Boston, MA Total Total"
614,239169,93275910,"Southwest Airlines Co.-Sacramento, CA-Ontario, CA Total Total"
615,239096,1355674320,"Compagnie Natl Air France-Paris, France-Los Angeles, CA Total Total"
616,238940,59973940,"Southwest Airlines Co.-St. Louis, MO-Chicago, IL Total Total"
617,238719,108139707,"Delta Air Lines Inc.-Little Rock, AR-Atlanta, GA Total Total"
618,238550,283635950,"JetBlue Airways-Orlando, FL-San Juan, PR Total Total"
619,238307,173487496,"American Airlines Inc.-Boston, MA-Charlotte, NC Total Total"
